Titulo,Genero,original_language,Productora,Pais de produccion,Lanzamiento,Presupuesto,Ganancias
Caligula,Drama-History-Romance,en,Penthouse Films International,Italy,1979,$17500000,$23438120.0
Coal Miner's Daughter,,en,Universal Pictures,United States of America,1980,$15000000,$67182787.0
Camille Claudel 1915,Drama,fr,Canal,France,2013,$3512454,$115860.0
Hamlet,Drama,en,Miramax Films,United States of America,2000,$2000000,$1568749.0
Re-Animator,Science Fiction-Comedy-Horror,en,Empire Pictures,United States of America,1985,$900000,$2023414.0
Marie Antoinette,Drama-History,en,American Zoetrope,France,2006,$40000000,$60474340.0
Next,Action-Science Fiction-Thriller,en,Paramount Pictures,United States of America,2007,$70000000,$18211013.0
London Has Fallen,Action-Crime-Thriller,en,Millennium Films,Bulgaria,2016,$60000000,$205754447.0
Machete Kills,Action-Crime-Thriller,en,Open Road Films,United States of America,2013,$12000000,$15008161.0
The X Files- I Want to Believe,Drama-Mystery-Science Fiction-Thriller,en,Twentieth Century Fox Film Corporation,Canada,2008,$30000000,$68369434.0
The Karate Kid,Action-Adventure-Drama-Family,en,Columbia Pictures,China,2010,$40000000,$357852395.0
The Matrix Reloaded,Adventure-Action-Thriller-Science Fiction,en,Village Roadshow Pictures,Australia,2003,$150000000,$738599701.0
Life of Brian,Comedy,en,HandMade Films,United Kingdom,1979,$4000000,$20045115.0
The Butler,Drama,en,Laura Ziskin Productions,United States of America,2013,$25000000,$115922175.0
Best Man Down,Comedy-Drama,en,KODA Entertainment,United States of America,2012,$1500000,$1938.0
The Last Picture Show,Drama,en,Columbia Pictures Corporation,United States of America,1971,$1300000,$29133000.0
Almost Famous,Drama-Music,en,Columbia Pictures,United States of America,2000,$60000000,$47383689.0
Tin Cup,Comedy-Drama-Romance,en,Regency Enterprises,United States of America,1996,$45000000,$53854588.0
The Smurfs,Animation-Family-Adventure-Comedy-Fantasy,en,Columbia Pictures,United States of America,2011,$110000000,$563749323.0
Everest,Adventure-Drama,en,Universal Pictures,Iceland,2015,$55000000,$203427584.0
Nanny McPhee,Fantasy-Comedy-Family,en,Universal Pictures,France,2005,$25000000,$122489822.0
Salt,Action-Mystery-Thriller,en,Columbia Pictures,United States of America,2010,$110000000,$293329073.0
Tremors,Action-Horror,en,Universal Pictures,United States of America,1990,$11000000,$48572000.0
It Follows,,en,Northern Lights Films,United States of America,2015,$2000000,$14674076.0
Captain Ron,Action-Adventure-Comedy-Family,en,Touchwood Pacific Partners 1,United States of America,1992,$24000000,$22518097.0
The Best Years of Our Lives,Drama-History-Romance,en,Samuel Goldwyn Company,United States of America,1946,$2100000,$23650000.0
Better Living Through Chemistry,Drama-Comedy,en,Aegis Film Fund,United Kingdom,2014,$5000000,$75143.0
The Rescuers Down Under,Adventure-Animation-Crime-Family-Fantasy,en,Walt Disney Pictures,United States of America,1990,$37931000,$27931461.0
Notorious,Thriller-Drama-Romance,en,RKO Radio Pictures,United States of America,1946,$2000000,$24464742.0
Love,Drama-Romance,en,Wild Bunch,Belgium,2015,$3000000,$695269.0
Fanaa,Action-Drama-Romance-Thriller,hi,Yash Raj Films,India,2006,$5300000,$22175908.0
Sarah's Key,Drama-War,fr,France 2 Cinema,France,2010,$10000000,$17511906.0
Dracula Untold,Horror-Action-Drama-Fantasy-War,en,Universal Pictures,United States of America,2014,$70000000,$215529201.0
Cool Runnings,Comedy,en,Walt Disney,United States of America,1993,$14000000,$154864401.0
Dear Zindagi,Drama-Romance,hi,Red Chillies Entertainment,India,2016,$4300000,$3376375.0
The Karate Kid,Drama,en,Columbia Pictures Corporation,United States of America,1984,$8000000,$90815558.0
Graveyard Shift,Drama-Horror,en,Paramount Pictures,Japan,1990,$10500000,$11582891.0
The Arrival,Action-Mystery-Science Fiction-Thriller,en,Live Entertainment,Mexico,1996,$25000000,$14048372.0
Pure Luck,Comedy-Crime-Mystery,en,Universal Pictures,United States of America,1991,$17010000,$24941969.0
Lara Croft Tomb Raider- The Cradle of Life,Action-Adventure-Fantasy-Thriller,en,Paramount Pictures,United States of America,2003,$95000000,$156505388.0
The Matador,Action-Comedy-Crime-Drama-Thriller,en,Miramax Films,Germany,2005,$10000000,$17297244.0
Child's Play 2,Drama-Horror,en,Universal Pictures,United States of America,1990,$13000000,$35763605.0
Fishtales,Fantasy-Drama-Comedy-Science Fiction-Romance-Family-Foreign,en,Whiskers Post Production,Greece,2007,$14000000,$9216.0
Mission- Impossible II,Adventure-Action-Thriller,en,Paramount Pictures,Germany,2000,$125000000,$546388105.0
Quarantine,Horror-Science Fiction-Thriller,en,Vertigo Entertainment,United States of America,2008,$12000000,$40855419.0
One for the Money,Action-Comedy-Crime,en,Lakeshore Entertainment,United States of America,2012,$40000000,$36893721.0
A Countess from Hong Kong,Comedy-Romance,en,Universal Pictures,United Kingdom,1967,$3500000,$2000000.0
Life As We Know It,Comedy-Romance-Drama,en,Josephson Entertainment,United States of America,2010,$38000000,$105610124.0
The Nutty Professor,Fantasy-Comedy-Romance-Science Fiction,en,Imagine Entertainment,United States of America,1996,$54000000,$128769345.0
Dheena,Action-Drama-Romance,ta,Vijayam Cine Combines,India,2001,$500000,$500000.0
The Place Beyond the Pines,Drama-Crime,en,Sidney Kimmel Entertainment,United States of America,2013,$15000000,$35485608.0
A Very Harold & Kumar Christmas,Comedy,en,New Line Cinema,United States of America,2011,$19000000,$35387212.0
Catch That Kid,Family-Action-Adventure,en,Fox 2000 Pictures,United States of America,2004,$18000000,$16702864.0
Steel,Science Fiction-Action-Adventure,en,Quincy Jones-David Salzman Entertainment,United States of America,1997,$16000000,$1686429.0
I'm No Angel,Comedy-Romance,en,Paramount Pictures,United States of America,1933,$225000,$2850000.0
Country Strong,Drama-Romance,en,Maguire Entertainment,United States of America,2010,$15000000,$20529194.0
Blue Velvet,Crime-Drama-Mystery-Thriller,en,De Laurentiis Entertainment Group (DEG),United States of America,1986,$6000000,$8551228.0
Wrong Turn,Horror-Thriller,en,Summit Entertainment,Germany,2003,$12600000,$28650575.0
Year One,Comedy-Adventure,en,Columbia Pictures,United States of America,2009,$60000000,$62357900.0
Razorback,Horror,en,McElroy & McElroy,Australia,1984,$5500000,$801000.0
Macbeth,History-Drama-War,en,Studio Canal,France,2015,$15000000,$12601706.0
Beerfest,Comedy,en,Broken Lizard Industries,United States of America,2006,$17500000,$19179969.0
Sultan,Drama-Action,hi,Yash Raj Films,India,2016,$10400000,$102000000.0
Speed,Action-Adventure-Crime,en,Twentieth Century Fox Film Corporation,United States of America,1994,$30000000,$350448145.0
Drop Dead Gorgeous,Comedy,en,New Line Cinema,United States of America,1999,$10000000,$10571408.0
Chicago,Action-Comedy-Crime-Drama-Music,en,Miramax Films,United States of America,2002,$45000000,$306776732.0
And So It Goes,Comedy-Drama-Romance,en,Castle Rock Entertainment,United States of America,2014,$18000000,$25312387.0
Ernest & Celestine,Animation-Comedy-Drama-Family,fr,StudioCanal,Belgium,2012,$12516654,$8109160.0
Jane Got a Gun,Action-Drama-Western,en,Handsomecharlie Films,United States of America,2016,$25000000,$1397284.0
Butterfly,Drama,es,Television Espannola (TVE),Spain,1999,$3000000,$6000000.0
Sex Drive,Comedy-Adventure-Romance,en,Summit Entertainment LLC,United States of America,2008,$19000000,$18755936.0
The Wedding Planner,Comedy,en,Columbia Pictures Corporation,United States of America,2001,$35000000,$94728529.0
Collide,Thriller-Action,en,Silver Pictures,China,2016,$21500000,$4811525.0
Reality Bites,Drama,en,Universal Pictures,United States of America,1994,$11500000,$20079850.0
Appleseed,Animation-Action-Science Fiction,ja,Toho Company,Japan,2004,$10000000,$1461989.0
An Unfinished Life,Drama,en,Miramax Films,United States of America,2005,$30000000,$18618284.0
Doctor Strange,,en,Walt Disney Pictures,United States of America,2016,$165000000,$677548114.0
Rann,Drama-Foreign,en,none,India,2010,$7500000,$2000000.0
Raising Helen,Drama-Comedy-Romance,en,Touchstone Pictures,United States of America,2004,$50000000,$49718611.0
Rock Star,Music-Drama-Comedy,en,Bel Air Entertainment,United States of America,2001,$57000000,$16991902.0
By the Sea,Drama-Romance,en,Plan B Entertainment,France,2015,$10000000,$3727746.0
Company,Action-Drama-Foreign,hi,Varma Corporation,India,2002,$1500000,$6000000.0
Hatchet II,Horror-Comedy-Thriller,en,ArieScope Pictures,United States of America,2010,$2500000,$52604.0
The Triplets of Belleville,Adventure-Animation-Comedy-Drama,fr,Sony Pictures Classics,Belgium,2003,$8000000,$1477676.0
Out Cold,Comedy,en,Spyglass Entertainment,United States of America,2001,$24000000,$14782676.0
The Call,Crime-Thriller,en,TriStar Pictures,United States of America,2013,$13000000,$68572378.0
The Ghost Writer,Thriller-Mystery,en,Studio Babelsberg,Germany,2010,$45000000,$60222298.0
Beyond the Lights,Romance-Drama,en,Relativity Media,United States of America,2014,$7000000,$14618727.0
Alex & Emma,Comedy-Romance,en,Epsilon Motion Pictures,United States of America,2003,$30000000,$15368897.0
Astro Boy,Animation-Action-Family-Science Fiction,en,The Weinstein Company,Hong Kong,2009,$65000000,$44091067.0
Bullet to the Head,Action-Crime-Thriller,en,Dark Castle Entertainment,Switzerland,2013,$55000000,$9489829.0
Friday After Next,Comedy,en,New Line Cinema,United States of America,2002,$20000000,$33526835.0
The Signal,Horror-Action-Thriller-Science Fiction,en,none,United States of America,2007,$50000,$249905.0
Kung Fu Panda 2,Animation-Family,en,DreamWorks Animation,United States of America,2011,$150000000,$665692281.0
Jersey Boys,Music-Drama,en,Warner Bros.,United States of America,2014,$40000000,$67347013.0
Metro,Action-Adventure-Comedy-Crime-Thriller,en,Caravan Pictures,United States of America,1997,$55000000,$31987563.0
Changeling,Crime-Drama-Mystery,en,Imagine Entertainment,United States of America,2008,$55000000,$113020255.0
Resident Evil- Extinction,Horror-Action-Science Fiction,en,Impact Pictures,Australia,2007,$45000000,$148412065.0
The Ghost and the Darkness,Adventure,en,Constellation Films,Germany,1996,$50000000,$75000000.0
The Bling Ring,Drama-Crime,en,Pathe Distribution,United States of America,2013,$15000000,$19145732.0
The Peanuts Movie,Animation,en,Blue Sky Studios,United States of America,2015,$99000000,$246233113.0
A Cure for Wellness,Drama-Fantasy-Horror-Mystery-Science Fiction-Thriller,en,Studio Babelsberg,Germany,2017,$40000000,$24209725.0
The Cabin in the Woods,Horror-Thriller,en,Lionsgate,United States of America,2012,$30000000,$66486080.0
Alexander and the Terrible Horrible No Good Very Bad Day,Family-Comedy,en,Walt Disney Pictures,United States of America,2014,$28000000,$100654149.0
Annie,Comedy-Drama-Family-Music,en,Columbia Pictures,United States of America,1982,$50000000,$57059003.0
Super Troopers,Comedy-Crime-Mystery,en,Fox Searchlight Pictures,United States of America,2001,$3000000,$18492362.0
Edge of Seventeen,Comedy-Drama-Romance,en,TLA Releasing,United States of America,1998,$1500000,$870751.0
The Guillotines,Action-History-Adventure-Drama,cn,Media Asia Films,China,2012,$15000000,$5290.0
The Forbidden Kingdom,Action-Adventure-Fantasy,en,Casey Silver Productions,China,2008,$55000000,$127906624.0
Night of the Demons,Horror,en,Republic Pictures,United States of America,1988,$1200000,$3109904.0
Bridge of Spies,Thriller-Drama,en,DreamWorks SKG,India,2015,$40000000,$165478348.0
Tristan & Isolde,Drama,en,Twentieth Century Fox Film Corporation,Czech Republic,2006,$31000000,$28000000.0
The Lives of Others,Drama-Thriller,de,Arte,Germany,2006,$2000000,$70000000.0
The Butterfly Effect,Science Fiction-Thriller,en,New Line Cinema,Canada,2004,$13000000,$96060858.0
Infamous,Drama,en,Killer Films,United States of America,2006,$13000000,$1151330.0
Earth Girls Are Easy,Music-Comedy-Drama-Romance-Science Fiction,en,De Laurentiis Entertainment Group (DEG),United Kingdom,1988,$10000000,$3916303.0
The Big Year,Comedy,en,Ingenious Media,United States of America,2011,$41000000,$7448385.0
Hotel for Dogs,Comedy-Family,en,DreamWorks SKG,United States of America,2009,$35000000,$73034460.0
She Hate Me,Comedy-Drama,en,40 Acres & A Mule Filmworks,United States of America,2004,$8000000,$365134.0
12 Years a Slave,,en,Plan B Entertainment,United States of America,2013,$20000000,$187000000.0
Hello Dolly,Comedy-Family-Music-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1969,$24000000,$33208099.0
About Schmidt,Drama-Comedy,en,New Line Cinema,United States of America,2002,$30000000,$105834556.0
Gemma Bovery,Romance-Drama-Comedy,fr,Gaumont,United Kingdom,2014,$9700000,$154701.0
What Maisie Knew,Drama,en,Image Entertainment,United States of America,2013,$6000000,$1066471.0
A Haunted House,Comedy-Horror,en,Endgame Entertainment,United States of America,2013,$2500000,$60141683.0
Ek Niranjan,Romance-Action-Drama,te,Adityaram Movies,India,2009,$3800000,$6900000.0
The Drop,Drama-Crime,en,Fox Searchlight Pictures,United States of America,2014,$12600000,$19054534.0
How the Grinch Stole Christmas Documentary,Animation-Documentary-Family-Fantasy,en,Warner Bros. Entertainment,United States of America,1966,$30000,$100000.0
New in Town,Comedy,en,Lionsgate,Canada,2009,$8000000,$29010817.0
Madagascar- Escape 2 Africa,Family-Animation,en,DreamWorks Animation,United States of America,2008,$150000000,$603900354.0
The Robe,Drama,en,Twentieth Century Fox Film Corporation,United States of America,1953,$4100000,$36000000.0
The Corruptor,Action-Crime-Mystery-Thriller,en,New Line Cinema,United States of America,1999,$25000000,$15156200.0
Doraemon- Nobita and the Tin Labyrinth,Adventure-Animation,ja,Asatsu DK,Japan,1993,$4000000,$14800000.0
The Green Mile,Fantasy-Drama-Crime,en,Castle Rock Entertainment,United States of America,1999,$60000000,$284600000.0
Hardware,Horror-Science Fiction-Thriller,en,Palace Pictures,United Kingdom,1990,$1500000,$5728953.0
71- Into the Fire,War,en,Taewon Entertainment,South Korea,2010,$10400000,$20967660.0
Man of Tai Chi,Action-Drama,en,Universal Pictures,China,2013,$25000000,$2054941.0
A.I. Artificial Intelligence,Drama-Science Fiction-Adventure,en,DreamWorks SKG,United States of America,2001,$100000000,$235926552.0
The Greatest Game Ever Played,Drama-Family,en,Walt Disney Pictures,United States of America,2005,$25000000,$15431177.0
Akeelah and the Bee,Drama,en,Lions Gate Films,United States of America,2006,$8000000,$18948425.0
Pain & Gain,Thriller-Crime-Action,en,Paramount Pictures,United States of America,2013,$25000000,$86175291.0
The Illusionist,Animation-Drama,fr,Sony Pictures Classics,France,2010,$18000000,$5602431.0
Nocturnal Animals,Drama-Thriller,en,Universal Pictures,United States of America,2016,$22500000,$28450387.0
Fan,Action-Drama-Thriller,hi,Red Chillies Entertainment,India,2016,$16000000,$29251596.0
Band of Outsiders,Crime-Drama-Romance,fr,Orsay Films,France,1964,$120000,$182857.0
Little White Lies,Comedy-Drama,fr,M6 Films,France,2010,$25000000,$48531470.0
Whatever It Takes,Drama-Comedy-Romance,en,Columbia Pictures Corporation,United States of America,2000,$15000000,$9902115.0
Fortress,Action-Thriller-Science Fiction,en,Village Roadshow Pictures,Australia,1992,$8000000,$6739141.0
Mud,Drama,en,FilmNation Entertainment,United States of America,2013,$10000000,$21587700.0
Gods and Generals,Drama-History-War,en,Warner Bros. Pictures,United States of America,2003,$56000000,$12923936.0
The World Is Not Enough,Adventure-Action-Thriller,en,Eon Productions,United Kingdom,1999,$135000000,$361832400.0
Lolita,Drama-Romance,en,Seven Arts Productions,United Kingdom,1962,$2000000,$9250000.0
Zombieland,Comedy-Horror,en,Columbia Pictures,United States of America,2009,$23600000,$102391382.0
The Ladies Man,Comedy,en,SNL Studios,United States of America,2000,$24000000,$13700000.0
Man of the Year,Comedy-Drama-Romance-Thriller,en,Universal Pictures,United States of America,2006,$20000000,$41237648.0
Gangs of New York,Drama-History-Crime,en,Miramax Films,United States of America,2002,$100000000,$193772504.0
The Haunting,Horror-Thriller-Fantasy-Mystery,en,DreamWorks,United States of America,1999,$80000000,$91188905.0
Long Live Freedom,Drama,it,BiBi Film,Italy,2013,$5000000,$48125.0
The Transporter,Action-Crime-Thriller,en,TF1 Films Productions,United States of America,2002,$21000000,$43928932.0
Lambada Genclik Firtinasi,,en,Erler Film,Turkey,1989,$230000,$654000.0
Something Borrowed,Comedy-Drama-Romance,en,Alcon Entertainment,United States of America,2011,$35000000,$59901913.0
The Wild,Family-Animation,en,Walt Disney Pictures,Canada,2006,$80000000,$37384046.0
Vamp,Comedy-Horror,en,Balcor Film Investors,United States of America,1986,$1900000,$4790926.0
Riding Alone for Thousands of Miles,Drama,zh,none,China,2005,$7500000,$3752325.0
Max Steel,Action-Adventure-Science Fiction,en,Ingenious Media,United Kingdom,2016,$10000000,$6272403.0
Wolf Creek,Horror-Thriller,en,Australian Film Finance Corporation,Australia,2005,$1000000,$27762648.0
20th Century Women,Drama,en,Annapurna Pictures,United States of America,2016,$7000000,$5816211.0
Hitman- Agent 47,Action-Crime-Thriller,en,Ingenious Media,Indonesia,2015,$35000000,$81967450.0
A Nightmare on Elm Street Part 2- Freddy's Revenge,Horror,en,New Line Cinema,United States of America,1985,$3000000,$29999213.0
We Are Marshall,Drama,en,Legendary Pictures,United States of America,2006,$65000000,$43545364.0
Judy Moody and the Not Bummer Summer,Comedy-Family,en,Smokewood Entertainment,United States of America,2011,$20000000,$14166853.0
Nightcrawler,Crime-Drama-Thriller,en,Bold Films,United States of America,2014,$8500000,$38697217.0
Paranormal Activity,Horror-Mystery,en,Blumhouse Productions,United States of America,2007,$15000,$193355800.0
High Anxiety,Comedy-Music,en,Twentieth Century Fox Film Corporation,United States of America,1977,$3400000,$31063038.0
The Talented Mr. Ripley,Thriller-Crime-Drama,en,Paramount Pictures,United States of America,1999,$40000000,$128798265.0
Left Behind,Thriller-Action-Science Fiction,en,Stoney Lake Entertainment,United States of America,2014,$16000000,$19682924.0
Milk,History-Drama,en,Focus Features,United States of America,2008,$20000000,$54586584.0
Robin Hood,Action-Adventure,en,Imagine Entertainment,United Kingdom,2010,$200000000,$310669540.0
Death Sentence,Action-Crime-Drama-Thriller,en,Twentieth Century Fox Film Corporation,United States of America,2007,$20000000,$16974459.0
Crank- High Voltage,Action-Thriller-Crime,en,Lakeshore Entertainment,United States of America,2009,$20000000,$34560577.0
Starship Troopers,Adventure-Action-Thriller-Science Fiction,en,TriStar Pictures,United States of America,1997,$105000000,$121214377.0
Vinnaithaandi Varuvaayaa,Drama-Romance,ta,Red Giant Movies,India,2010,$3000000,$12000000.0
North by Northwest,Mystery-Thriller,en,Metro-Goldwyn-Mayer (MGM),United States of America,1959,$4000000,$13275000.0
Itty Bitty Titty Committee,Comedy,en,none,United States of America,2007,$1000000,$18479.0
V for Vendetta,Action-Thriller-Fantasy,en,Studio Babelsberg,Germany,2006,$54000000,$132511035.0
The Texas Chain Saw Massacre,Horror,en,New Line Cinema,United States of America,1974,$85000,$30859000.0
Splash,Comedy-Fantasy-Romance,en,Touchstone Pictures,United States of America,1984,$8000000,$69821334.0
Ayirathil Oruvan,Adventure-Fantasy-History-Mystery-Thriller,ta,Dream Valley Corporation,India,2010,$7500000,$20000000.0
The Fault in Our Stars,Romance-Drama,en,Fox 2000 Pictures,United States of America,2014,$12000000,$307166834.0
Bride Wars,Comedy,en,Dune Entertainment,United States of America,2009,$30000000,$114663461.0
Shorts,Comedy-Family,en,Warner Bros. Pictures,United Arab Emirates,2009,$40000000,$28972508.0
Narasimham,Action-Family-Thriller,ml,Aashirvad Cinemas,India,2000,$46000,$500000.0
Igor,Animation-Comedy-Family-Fantasy,en,Exodus Film Group,United States of America,2008,$25000000,$30000000.0
West Side Story,Crime-Drama-Music,en,United Artists,United States of America,1961,$6000000,$43656822.0
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,Action-Adventure-Comedy,en,Twentieth Century-Fox Productions,United Kingdom,1965,$5600000,$29950000.0
Hall Pass,Comedy,en,New Line Cinema,United States of America,2011,$36000000,$83160734.0
Body of Evidence,Drama-Thriller-Romance,en,Metro-Goldwyn-Mayer (MGM),Germany,1993,$30000000,$13273595.0
Spice World,Adventure-Fantasy-Drama-Comedy-Music,en,Columbia Pictures Corporation,United Kingdom,1997,$25000000,$100000000.0
2016- Obama's America,Documentary,en,none,United States of America,2012,$2500000,$33400000.0
Tidal Wave,Action-Adventure-Drama-Thriller,ko,Polygon Entertainment,South Korea,2009,$16000000,$11301649.0
Pirates,Adventure-Comedy,en,Carthago Films S.a.r.l.,France,1986,$40000000,$1641825.0
I Don't Know How She Does It,Romance-Comedy,en,The Weinstein Company,United States of America,2011,$24000000,$30551495.0
BlackJack,Drama-Music,sv,Filmteknik,Sweden,1990,$33000,$1624278.0
The Wrong Man,Crime-Drama-Mystery,en,Warner Bros.,United States of America,1956,$1200000,$2000000.0
Phone Booth,Thriller-Drama,en,Fox 2000 Pictures,United States of America,2002,$13000000,$97837138.0
Drona,Action-Foreign-Thriller,hi,none,India,2008,$15000000,$3250000.0
The Rance Allen Group- Front Row Live,,en,Tyscot Records,United States of America,2007,$100000,$250000.0
Prom Night,Horror-Mystery-Thriller,en,Guardian Trust Company,Canada,1980,$1000000,$14796236.0
Planet of the Apes,Thriller-Science Fiction-Action-Adventure,en,Twentieth Century Fox Film Corporation,United States of America,2001,$100000000,$362211740.0
Candidate,Thriller-Comedy,sk,Continental Film,Slovakia,2013,$250000,$540000.0
All the time in the World,Comedy-Drama-Romance,nl,NL Film,Netherlands,2011,$2000000,$676045.0
Only God Forgives,Drama-Thriller-Crime,en,Gaumont,France,2013,$4800000,$10337387.0
W.,Drama-History,en,Ixtlan Productions,United States of America,2008,$25100000,$29506464.0
Psycho,Drama-Horror-Thriller,en,Shamley Productions,United States of America,1960,$806948,$32000000.0
The Unbearable Lightness of Being,Comedy-Romance,en,The Saul Zaentz Company,United States of America,1988,$17000000,$10006806.0
Interview with the Vampire,Horror-Romance,en,Geffen Pictures,United States of America,1994,$60000000,$223664608.0
Armed Response,Action-Thriller,en,Cinetel Films,United States of America,1986,$1500000,$1300000.0
The Spiderwick Chronicles,Adventure-Family-Fantasy,en,Paramount Pictures,United States of America,2008,$90000000,$162839667.0
Wild Things,Crime-Drama-Mystery,en,Columbia Pictures,United States of America,1998,$20000000,$67200000.0
The BFG,Adventure-Family-Fantasy,en,Walt Disney Pictures,India,2016,$140000000,$183345589.0
Training Day,Action-Crime-Drama-Thriller,en,Village Roadshow Pictures,Australia,2001,$45000000,$104876233.0
Wild Target,Action-Comedy,en,Matador Pictures,France,2010,$8000000,$3453043.0
Up in the Air,Drama-Romance,en,Paramount Pictures,United States of America,2009,$25000000,$163670000.0
My Beautiful Laundrette,Romance-Drama-Comedy,en,Channel Four Films,United Kingdom,1985,$860000,$2451545.0
Gattaca,Thriller-Science Fiction-Mystery-Romance,en,Columbia Pictures,United States of America,1997,$36000000,$12532777.0
Swing Vote,Drama-Comedy,en,Touchstone Pictures,United States of America,2008,$21000000,$17600000.0
Like Dandelion Dust,Drama-Family,en,none,United States of America,2009,$2500000,$352810.0
Madambi,Drama-Family,ml,Surya Cinemas,India,2008,$1500000,$2200000.0
Anegan,Comedy-Mystery-Romance-Thriller,ta,AGS Entertainment,India,2015,$5200000,$8200000.0
The Collector,Horror-Thriller,en,Fortress Features,United States of America,2009,$3400000,$114000000.0
Child's Play,Horror-Thriller,en,United Artists,United States of America,1988,$9000000,$44196684.0
Cry_Wolf,Horror-Thriller,en,Universal Pictures,United States of America,2005,$1000000,$10047674.0
It's a Mad Mad Mad Mad World,Action-Adventure-Comedy-Crime,en,United Artists,United States of America,1963,$9400000,$60000000.0
Animal Kingdom,Drama-Thriller-Crime,en,Porchlight Films,Australia,2010,$5000000,$1000000.0
Bad Grandpa,Comedy,en,Paramount Pictures,United States of America,2013,$15000000,$151831537.0
Dark Regrets,Thriller-Drama,en,none,New Zealand,2010,$8000,$600.0
Private Lessons,Romance-Comedy,en,Jensen Farley Pictures,United States of America,1981,$2800000,$26279000.0
Bombay Velvet,Crime-Drama-Thriller,hi,Phantom Productions,India,2015,$18000000,$1500000.0
The Hollywood Knights,Comedy,en,PolyGram Filmed Entertainment,United States of America,1980,$2500000,$10000000.0
Simon Birch,Comedy-Drama-Family,en,Caravan Pictures,United States of America,1998,$20000000,$18253415.0
Mandela- Long Walk to Freedom,Drama-History,en,Distant Horizons,United Kingdom,2013,$35000000,$27330000.0
The Crazies,Mystery-Horror-Action,en,Penn Station Entertainment,United States of America,2010,$20000000,$54956140.0
Miami Vice,Action-Adventure-Crime-Thriller,en,Universal Pictures,Uruguay,2006,$135000000,$163794509.0
Another Gay Movie,Comedy-Romance,en,TLA Releasing,United States of America,2006,$500000,$745327.0
Titanic,Drama-Romance-Thriller,en,Paramount Pictures,United States of America,1997,$200000000,$1845034188.0
Scenes from a Mall,Comedy,en,Touchstone Pictures,United States of America,1991,$3000000,$9563393.0
Atonement,Drama-Romance,en,Universal Pictures,United Kingdom,2007,$30000000,$129266061.0
The House of Mirth,Drama-Romance,en,Granada Film Productions,France,2000,$10000000,$5164404.0
A Star Is Born,Drama-Music-Romance,en,Barwood Films,United States of America,1976,$6000000,$161000000.0
Before Sunset,Drama-Romance,en,Castle Rock Entertainment,United States of America,2004,$2700000,$15992615.0
Naran,Drama,ml,Aashirvad Cinemas,India,2005,$680000,$1800000.0
Nerve,Mystery-Adventure-Crime,en,Lionsgate,United States of America,2016,$20000000,$83707310.0
Dahmer,Drama-Horror,en,Peninsula Films,United States of America,2002,$250000,$144008.0
Daddy's Little Girls,Comedy-Drama-Romance,en,Lions Gate Films,United States of America,2007,$10000000,$31609243.0
Dil To Pagal Hai,Drama-Romance-Comedy,hi,Yash Raj Films,India,1997,$1300000,$11000000.0
Ghost Rider,Thriller-Action-Fantasy-Horror,en,Columbia Pictures Corporation,United States of America,2007,$110000000,$228738393.0
City of Ember,Adventure-Family-Fantasy,en,Playtone,United States of America,2008,$55000000,$17869048.0
The SpongeBob SquarePants Movie,Animation-Comedy-Family,en,Paramount Pictures,United States of America,2004,$30000000,$140161792.0
[REC]2,Thriller-Horror,es,Filmax,Spain,2009,$5600000,$18469680.0
Velaiyilla Pattathari,Drama-Comedy-Romance,ta,Wunderbar Films,India,2014,$1100000,$7700000.0
BloodRayne,Action-Adventure-Fantasy-Horror,en,Boll KG,United States of America,2005,$25000000,$2405420.0
Transcendence,Thriller-Science Fiction-Drama-Mystery,en,Alcon Entertainment,China,2014,$100000000,$103039258.0
Mondays in the Sun,,es,Via Digital,Spain,2002,$4000000,$146402.0
Halloween II,Horror-Thriller,en,Universal Pictures,United States of America,1981,$2500000,$25533818.0
The City of Lost Children,Fantasy-Science Fiction-Adventure,fr,Procirep,France,1995,$18000000,$1738611.0
Ringu,Horror-Thriller,ja,Kadokawa Shoten Publishing Co. Ltd.,Japan,1998,$1200000,$8690429.0
Funny Games,Horror-Thriller-Crime,en,Celluloid Dreams,Austria,2007,$15000000,$7938872.0
Perfect Stranger,Crime-Drama-Mystery-Thriller,en,Columbia Pictures,United States of America,2007,$60795000,$73090611.0
Winged Migration,Documentary,fr,Bac Films,Switzerland,2001,$35866397,$20217080.0
Failure to Launch,Comedy,en,Paramount Pictures,United States of America,2006,$50000000,$88715192.0
Redd Inc.,Thriller-Horror-Comedy,en,Green Light Media,Australia,2012,$500000,$1000000.0
Close Encounters of the Third Kind,Science Fiction-Drama,en,Columbia Pictures Corporation,United States of America,1977,$20000000,$303788635.0
Transformers- Revenge of the Fallen,Science Fiction-Action-Adventure,en,Paramount Pictures,United States of America,2009,$150000000,$836297228.0
Fashion Chicks,Comedy,nl,AM Pictures,Netherlands,2015,$450000,$1500000.0
A Walk in the Clouds,Drama-Romance,en,Twentieth Century Fox Film Corporation,United States of America,1995,$20000000,$50012507.0
Kaminey,Action-Crime-Drama,hi,none,India,2009,$9000000,$18130000.0
A Girl Walks Home Alone at Night,Horror-Romance,en,SpectreVision,United States of America,2014,$1000000,$395000.0
Fat Pizza,Comedy,en,none,Australia,2003,$400000,$7888102.0
